torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante, valor_mercado_local ,altura_media_local,edad_media_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,resultado,fecha_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2018/19,23,13,Huracan,Estudiantes (LP),0,1,50,6,17,22,5,50,4,9,12,2,3,3,0,0, $33.30 ,1.79,27.29,32.00,1.79,25.13,V,3/18/2019 21:10,2.09,3.77,3.09
Campeonato 2018/19,24,1,Newells,Huracan,3,1,41,7,11,11,2,59,4,13,9,4,3,3,0,0, $24.15 ,1.78,25.37,33.30,1.79,27.29,L,3/29/2019 19:00,1.94,4,3.32
Campeonato 2018/19,24,2,Boca Juniors,Banfield,2,0,46,7,12,18,6,54,2,9,17,7,1,0,0,0, $201.05 ,1.79,24.88,30.18,1.79,25.25,L,3/29/2019 21:10,1.51,6.6,3.91
Campeonato 2018/19,24,3,San Lorenzo,Gimnasia (LP),1,1,68,6,23,9,12,32,1,5,16,2,1,5,0,0, $65.33 ,1.78,25.14,21.25,1.77,24.82,E,3/30/2019 13:15,2.29,3.38,3.02
Campeonato 2018/19,24,4,Godoy Cruz,Patronato,2,1,58,7,12,15,2,42,2,12,10,6,0,1,0,0, $41.53 ,1.80,23.12,12.88,1.80,27.17,L,3/30/2019 15:30,3.06,2.43,3.05
Campeonato 2018/19,24,5,Independiente,Velez,2,1,54,4,18,11,6,46,5,14,12,5,2,3,0,0, $107.65 ,1.78,25.89,53.30,1.79,24.50,L,3/30/2019 17:45,2.41,3.12,3.02
Campeonato 2018/19,24,6,Talleres (C),River Plate,0,2,57,1,13,18,3,43,4,12,10,2,4,4,0,1, $47.78 ,1.77,23.90,148.58,1.78,25.34,V,3/30/2019 20:00,3.77,2.06,3.18
Campeonato 2018/19,24,7,Atl Tucuman,Aldosivi,1,0,49,3,13,17,6,51,0,10,7,5,4,4,0,1, $21.90 ,1.80,27.69,17.55,1.78,27.12,L,3/31/2019 11:00,2.02,4.01,3.12
Campeonato 2018/19,24,8,Lanus,Belgrano,3,1,54,5,16,11,5,46,5,14,18,6,3,4,0,1, $54.48 ,1.80,24.94,25.90,1.80,25.11,L,3/31/2019 13:15,2.01,4.13,3.06
Campeonato 2018/19,24,9,Argentinos,Rosario Central,0,2,60,7,26,11,11,40,3,9,16,2,4,3,0,0, $32.53 ,1.77,24.78,34.15,1.78,24.85,V,3/31/2019 13:15,2.31,3.42,2.95
Campeonato 2018/19,24,10,Def y Justicia,Union,1,1,65,6,22,12,9,35,2,9,8,2,1,2,0,0, $59.83 ,1.78,25.89,26.60,1.79,25.13,E,3/31/2019 18:10,1.9,4.43,3.19
Campeonato 2018/19,24,11,Tigre,Racing Club,1,1,41,5,12,14,3,59,4,17,13,6,3,2,0,0, $25.88 ,1.78,27.65,79.23,1.79,26.24,E,3/31/2019 18:10,3.7,1.99,3.41
Campeonato 2018/19,24,12,Estudiantes (LP),San Martin (T),1,1,67,2,12,19,4,33,1,14,10,6,2,2,0,1, $32.00 ,1.79,25.13,12.95,1.79,27.36,E,4/1/2019 19:00,1.61,5.74,3.68
Campeonato 2018/19,24,13,Colon,San Martin (SJ),0,0,61,4,15,13,11,39,5,13,12,3,4,2,0,0, $43.83 ,1.79,26.17,12.35,1.78,28.20,E,4/1/2019 21:10,2.4,3.08,3.08
Campeonato 2018/19,25,1,San Martin (T),San Lorenzo,0,0,37,0,11,8,4,63,2,11,13,6,2,2,0,0, $12.95 ,1.79,27.36,65.33,1.78,25.14,E,4/5/2019 21:10,2.38,3.16,3.05
Campeonato 2018/19,25,2,Gimnasia (LP),Colon,3,2,34,2,8,22,0,66,4,14,17,1,4,1,0,0, $21.25 ,1.77,24.82,43.83,1.79,26.17,L,4/6/2019 13:15,2.4,3.3,2.9
Campeonato 2018/19,25,3,Banfield,Newells,1,1,61,6,21,11,8,39,2,8,18,3,2,2,0,0, $30.18 ,1.79,25.25,24.15,1.78,25.37,E,4/6/2019 15:30,2.15,3.4,3.24
Campeonato 2018/19,25,4,Union,Estudiantes (LP),0,0,53,4,20,11,5,47,3,6,18,5,0,3,0,1, $26.60 ,1.79,25.13,32.00,1.79,25.13,E,4/6/2019 15:30,1.76,5.46,3.18
Campeonato 2018/19,25,5,Velez,Lanus,4,0,56,6,15,23,3,44,1,11,15,2,1,1,0,0, $53.30 ,1.79,24.50,54.48,1.80,24.94,L,4/6/2019 17:45,2.24,3.3,3.16
Campeonato 2018/19,25,6,Aldosivi,Boca Juniors,1,1,46,5,12,17,4,54,4,9,17,8,1,2,0,0, $17.55 ,1.78,27.12,201.05,1.79,24.88,E,4/6/2019 20:00,3.41,2.25,3.07
Campeonato 2018/19,25,7,Huracan,Atl Tucuman,2,0,43,10,17,17,8,57,4,18,15,7,4,2,0,0, $33.30 ,1.79,27.29,21.90,1.80,27.69,L,4/7/2019 11:00,2.18,3.52,3.11
Campeonato 2018/19,25,8,Rosario Central,Independiente,1,2,46,2,11,17,6,54,3,10,13,7,1,0,0,0, $34.15 ,1.78,24.85,107.65,1.78,25.89,V,4/7/2019 13:00,3.54,2.17,3.09
Campeonato 2018/19,25,9,River Plate,Tigre,2,3,57,6,22,9,10,43,6,13,10,5,0,2,0,0, $148.58 ,1.78,25.34,25.88,1.78,27.65,V,4/7/2019 15:15,2.13,3.06,3.67
Campeonato 2018/19,25,10,Patronato,Argentinos,2,1,32,3,7,18,3,68,4,10,17,2,3,3,0,0, $12.88 ,1.80,27.17,32.53,1.77,24.78,L,4/7/2019 15:15,1.82,4.58,3.32
Campeonato 2018/19,25,11,Belgrano,Godoy Cruz,1,0,69,5,22,10,14,31,1,3,11,4,1,1,0,0, $25.90 ,1.80,25.11,41.53,1.80,23.12,L,4/7/2019 15:15,1.48,7.1,4
Campeonato 2018/19,25,12,San Martin (SJ),Talleres (C),2,1,33,7,14,18,3,67,5,21,16,7,3,0,0,0, $12.35 ,1.78,28.20,47.78,1.77,23.90,L,4/7/2019 15:15,2.34,3.04,3.23
Campeonato 2018/19,25,13,Racing Club,Def y Justicia,1,1,48,8,11,7,4,52,2,9,10,11,2,0,0,0, $79.23 ,1.79,26.24,59.83,1.78,25.89,E,4/7/2019 18:30,2.25,3.33,3.12
Superliga 2019/20,1,1,Racing Club,Union,0,0,72,4,15,11,9,28,1,5,7,2,3,2,0,0, $80.13 ,1.78,24.53,22.58,1.79,24.09,E,7/26/2019 21:00,1.61,5.89,3.57
Superliga 2019/20,1,2,Colon,Patronato,0,1,68,3,16,16,5,32,4,11,20,6,3,3,0,1, $49.05 ,1.79,25.28,16.70,1.80,25.88,V,7/27/2019 13:15,1.94,4.44,3.06
Superliga 2019/20,1,3,San Lorenzo,Godoy Cruz,3,2,74,6,25,6,7,26,4,8,21,2,0,6,0,0, $92.90 ,1.79,25.34,42.25,1.80,23.77,L,7/27/2019 15:30,1.88,4.71,3.1
Superliga 2019/20,1,4,Lanus,Gimnasia (LP),1,1,57,3,19,11,13,43,4,12,26,7,1,7,0,1, $49.93 ,1.78,23.22,24.40,1.79,25.27,E,7/27/2019 17:45,1.92,4.52,3.13
Superliga 2019/20,1,5,Argentinos,River Plate,1,1,44,2,10,22,5,56,6,10,16,5,3,5,0,0, $44.05 ,1.77,25.21,148.25,1.79,25.75,E,7/27/2019 20:00,3.16,2.39,3.03
Superliga 2019/20,1,6,Estudiantes (LP),Aldosivi,1,0,51,5,11,24,6,49,3,10,16,4,2,3,0,0, $46.98 ,1.78,24.87,14.10,1.80,26.07,L,7/28/2019 11:00,1.91,4.66,3.09
Superliga 2019/20,1,7,Newells,Central Cba (SdE),2,0,63,5,14,15,9,37,3,7,17,6,3,5,0,0, $32.33 ,1.79,25.50,18.75,1.79,27.65,L,7/28/2019 13:15,1.72,5.25,3.4
Superliga 2019/20,1,8,Talleres (C),Velez,1,0,31,2,5,15,2,69,1,8,11,4,1,1,0,0, $59.25 ,1.77,23.03,91.25,1.79,23.69,L,7/28/2019 15:30,3.1,2.51,2.94
Superliga 2019/20,1,9,Def y Justicia,Independiente,0,1,52,1,3,20,2,48,3,13,7,6,6,1,0,0, $50.50 ,1.77,24.43,66.08,1.76,25.17,V,7/28/2019 17:45,3.14,2.55,2.87
Superliga 2019/20,1,10,Boca Juniors,Huracan,0,0,66,5,17,15,10,34,3,8,14,6,2,3,0,0, $144.00 ,1.79,25.14,23.35,1.79,25.05,E,7/28/2019 20:00,1.56,6.32,3.81
Superliga 2019/20,1,11,Arsenal,Banfield,1,0,37,2,9,19,7,63,3,15,8,5,3,1,0,0, $14.53 ,1.81,25.63,38.03,1.79,25.13,L,7/29/2019 19:00,2.9,2.55,3.04
Superliga 2019/20,1,12,Atl Tucuman,Rosario Central,1,2,54,4,18,10,2,46,3,9,13,3,3,0,0,0, $16.55 ,1.81,26.57,31.00,1.78,25.15,V,7/29/2019 21:10,2.24,3.42,3.07
Superliga 2019/20,2,1,Huracan,Colon,2,0,51,5,10,18,4,49,3,8,22,5,3,2,1,1, $23.35 ,1.79,25.05,49.05,1.79,25.28,L,8/2/2019 21:00,2.26,3.53,2.95
Superliga 2019/20,2,2,Aldosivi,Argentinos,0,0,56,3,4,19,9,44,3,13,18,2,0,2,0,0, $14.10 ,1.80,26.07,44.05,1.77,25.21,E,8/3/2019 13:15,3.21,2.44,2.92
Superliga 2019/20,2,3,Rosario Central,Talleres (C),1,0,46,5,9,17,3,54,0,6,14,4,3,2,0,0, $31.00 ,1.78,25.15,59.25,1.77,23.03,L,8/3/2019 15:30,2.14,3.91,2.93
Superliga 2019/20,2,4,Central Cba (SdE),Atl Tucuman,1,0,40,6,14,13,6,60,1,3,15,5,0,2,0,0, $18.75 ,1.79,27.65,16.55,1.81,26.57,L,8/3/2019 17:45,2.84,2.77,2.86
Superliga 2019/20,2,5,Velez,Racing Club,2,2,53,4,8,17,1,47,4,10,16,4,3,2,0,0, $91.25 ,1.79,23.69,80.13,1.78,24.53,E,8/3/2019 20:00,2.56,2.99,2.93
Superliga 2019/20,2,6,Union,Def y Justicia,2,1,32,3,22,11,6,68,2,11,16,8,2,4,0,0, $22.58 ,1.79,24.09,50.50,1.77,24.43,L,8/4/2019 11:00,2.16,3.98,2.86
Superliga 2019/20,2,7,Gimnasia (LP),San Lorenzo,0,1,50,6,16,13,11,50,3,9,16,6,3,2,0,0, $24.40 ,1.79,25.27,92.90,1.79,25.34,V,8/4/2019 13:15,2.7,3,2.77
Superliga 2019/20,2,8,Banfield,Estudiantes (LP),1,0,44,2,10,22,4,56,3,13,14,4,5,2,0,0, $38.03 ,1.79,25.13,46.98,1.78,24.87,L,8/4/2019 15:30,2.1,3.91,2.98
Superliga 2019/20,2,9,River Plate,Lanus,3,0,55,12,25,20,7,45,3,4,16,2,4,1,0,0, $148.25 ,1.79,25.75,49.93,1.78,23.22,L,8/4/2019 17:45,1.64,5.65,3.62
Superliga 2019/20,2,10,Patronato,Boca Juniors,0,2,32,3,9,27,3,68,4,6,16,2,4,2,0,0, $16.70 ,1.80,25.88,144.00,1.79,25.14,V,8/4/2019 20:00,4.25,1.94,3.19
Superliga 2019/20,2,11,Godoy Cruz,Arsenal,0,2,54,1,10,10,2,46,9,20,9,4,0,2,0,0, $42.25 ,1.80,23.77,14.53,1.81,25.63,V,8/5/2019 21:10,2.04,3.81,3.2
Superliga 2019/20,2,12,Independiente,Newells,2,3,50,10,16,7,5,50,6,11,13,4,4,3,0,0, $66.08 ,1.76,25.17,32.33,1.79,25.50,V,12/13/2019 17:10,2.13,3.83,2.97
Superliga 2019/20,3,1,Argentinos,Banfield,3,2,43,4,9,18,5,57,3,12,15,6,2,1,0,0, $44.05 ,1.77,25.21,38.03,1.79,25.13,L,8/16/2019 19:00,2.42,3.23,2.92
Superliga 2019/20,3,2,Talleres (C),Central Cba (SdE),1,1,72,6,18,8,5,28,2,7,12,1,3,2,0,1, $59.25 ,1.77,23.03,18.75,1.79,27.65,E,8/16/2019 21:10,2.05,4.18,2.89
Superliga 2019/20,3,3,Newells,Union,2,0,60,4,19,10,12,40,3,7,13,2,1,3,0,0, $32.33 ,1.79,25.50,22.58,1.79,24.09,L,8/17/2019 15:30,2.19,3.61,3
Superliga 2019/20,3,4,San Lorenzo,Rosario Central,2,2,65,6,26,15,6,35,3,10,6,2,2,2,0,0, $92.90 ,1.79,25.34,31.00,1.78,25.15,E,8/17/2019 17:45,2.13,3.96,2.94
Superliga 2019/20,3,5,Racing Club,River Plate,1,6,40,4,9,11,6,60,11,19,13,8,4,3,1,0, $80.13 ,1.78,24.53,148.25,1.79,25.75,V,8/17/2019 20:00,3.04,2.47,3.01
Superliga 2019/20,3,6,Patronato,Huracan,2,1,34,4,12,25,5,66,5,13,7,3,3,1,0,0, $16.70 ,1.80,25.88,23.35,1.79,25.05,L,8/18/2019 11:00,2.28,3.41,2.97
Superliga 2019/20,3,7,Def y Justicia,Arsenal,0,3,59,2,11,13,4,41,6,16,11,9,2,4,0,0, $50.50 ,1.77,24.43,14.53,1.81,25.63,V,8/18/2019 15:30,2.25,3.54,2.95
Superliga 2019/20,3,8,Lanus,Velez,3,1,27,5,9,18,3,73,2,5,11,3,4,2,0,0, $49.93 ,1.78,23.22,91.25,1.79,23.69,L,8/18/2019 17:45,2.82,2.7,2.96
Superliga 2019/20,3,9,Boca Juniors,Aldosivi,2,0,43,5,14,14,4,57,4,11,13,6,2,1,0,0, $144.00 ,1.79,25.14,14.10,1.80,26.07,L,8/18/2019 20:00,1.35,9.77,4.54
Superliga 2019/20,3,10,Atl Tucuman,Godoy Cruz,1,0,64,2,18,18,7,36,3,8,19,2,2,5,0,1, $16.55 ,1.81,26.57,42.25,1.80,23.77,L,8/19/2019 15:30,2.07,3.76,3.13
Superliga 2019/20,3,11,Colon,Gimnasia (LP),2,1,48,8,18,17,8,52,5,13,19,3,1,5,0,0, $49.05 ,1.79,25.28,24.40,1.79,25.27,L,8/19/2019 17:45,2.41,3.29,2.89
Superliga 2019/20,3,12,Estudiantes (LP),Independiente,3,0,38,4,7,19,4,62,1,7,12,3,2,2,0,0, $46.98 ,1.78,24.87,66.08,1.76,25.17,L,8/19/2019 20:00,3.16,2.55,2.8
Superliga 2019/20,4,1,Arsenal,San Lorenzo,0,2,48,3,6,19,4,52,4,9,8,6,3,2,1,0, $14.53 ,1.81,25.63,92.90,1.79,25.34,V,8/23/2019 21:00,2.88,2.63,2.97
Superliga 2019/20,4,2,Gimnasia (LP),Def y Justicia,0,1,44,4,17,14,6,56,3,14,13,4,3,2,0,0, $24.40 ,1.79,25.27,50.50,1.77,24.43,V,8/24/2019 13:15,2.06,3.9,3.07
Superliga 2019/20,4,3,Velez,Newells,3,1,63,4,8,12,4,37,2,6,16,6,3,4,0,0, $91.25 ,1.79,23.69,32.33,1.79,25.50,L,8/24/2019 15:30,2.04,4.07,3.03
Superliga 2019/20,4,4,Rosario Central,Patronato,1,1,67,10,22,10,9,33,1,6,17,3,3,4,0,1, $31.00 ,1.78,25.15,16.70,1.80,25.88,E,8/24/2019 17:45,2.04,3.91,3.12
Superliga 2019/20,4,5,Independiente,Colon,2,0,60,6,19,16,10,40,0,5,9,3,1,3,0,0, $66.08 ,1.76,25.17,49.05,1.79,25.28,L,8/24/2019 20:00,1.73,5.25,3.36
Superliga 2019/20,4,6,Godoy Cruz,Estudiantes (LP),2,1,25,5,15,10,6,75,6,20,15,6,2,3,0,0, $42.25 ,1.80,23.77,46.98,1.78,24.87,L,8/25/2019 11:00,2.87,2.65,2.92
Superliga 2019/20,4,7,Union,Lanus,1,2,53,5,15,12,4,47,4,12,10,5,2,2,0,0, $22.58 ,1.79,24.09,49.93,1.78,23.22,V,8/25/2019 13:15,2.43,3.2,2.91
Superliga 2019/20,4,8,Central Cba (SdE),Racing Club,0,0,36,4,16,7,9,64,1,9,7,5,5,4,1,1, $18.75 ,1.79,27.65,80.13,1.78,24.53,E,8/25/2019 15:30,3.8,2.04,3.19
Superliga 2019/20,4,9,River Plate,Talleres (C),0,1,52,2,10,11,3,48,5,16,14,10,6,3,1,0, $148.25 ,1.79,25.75,59.25,1.77,23.03,V,8/25/2019 17:45,1.52,6.57,3.94
Superliga 2019/20,4,10,Banfield,Boca Juniors,0,1,67,4,22,17,16,33,1,3,15,2,1,3,0,1, $38.03 ,1.79,25.13,144.00,1.79,25.14,V,8/25/2019 20:00,2.94,2.45,3.13
Superliga 2019/20,4,11,Aldosivi,Atl Tucuman,3,0,47,4,6,12,4,53,3,18,18,5,1,2,0,0, $14.10 ,1.80,26.07,16.55,1.81,26.57,L,8/26/2019 19:00,2.63,2.91,2.94
Superliga 2019/20,4,12,Huracan,Argentinos,0,0,48,2,7,14,5,52,3,9,22,4,2,5,0,0, $23.35 ,1.79,25.05,44.05,1.77,25.21,E,8/26/2019 21:10,2.75,2.78,2.92
Superliga 2019/20,5,1,Lanus,Central Cba (SdE),1,0,54,4,9,12,6,46,5,11,14,4,2,2,0,0, $49.93 ,1.78,23.22,18.75,1.79,27.65,L,8/30/2019 19:00,1.67,5.77,3.41
Superliga 2019/20,5,2,Def y Justicia,Banfield,0,0,42,1,4,13,1,58,2,8,20,3,3,6,0,0, $50.50 ,1.77,24.43,38.03,1.79,25.13,E,8/30/2019 21:10,3.18,2.43,2.94
Superliga 2019/20,5,3,Estudiantes (LP),Velez,0,1,59,4,19,17,9,41,1,6,11,2,2,4,0,0, $46.98 ,1.78,24.87,91.25,1.79,23.69,V,8/30/2019 21:10,2.71,2.92,2.82
Superliga 2019/20,5,4,Argentinos,Gimnasia (LP),1,0,56,6,16,11,6,44,4,14,17,5,3,4,0,1, $44.05 ,1.77,25.21,24.40,1.79,25.27,L,8/31/2019 13:15,1.98,4.18,3.08
Superliga 2019/20,5,5,San Lorenzo,Union,2,1,58,3,11,10,5,42,7,13,15,4,3,6,0,2, $92.90 ,1.79,25.34,22.58,1.79,24.09,L,8/31/2019 15:30,1.87,4.54,3.23
Superliga 2019/20,5,6,Patronato,Independiente,1,0,34,2,17,17,5,66,3,9,14,10,2,4,0,0, $16.70 ,1.80,25.88,66.08,1.76,25.17,L,8/31/2019 17:45,4.16,2,3.1
Superliga 2019/20,5,7,Racing Club,Godoy Cruz,3,1,81,4,13,11,5,19,2,7,17,0,2,3,1,0, $80.13 ,1.78,24.53,42.25,1.80,23.77,L,8/31/2019 20:00,1.5,6.63,3.94
Superliga 2019/20,5,8,Atl Tucuman,Arsenal,1,0,37,3,13,14,2,63,7,18,12,2,4,1,1,0, $16.55 ,1.81,26.57,14.53,1.81,25.63,L,9/1/2019 11:00,2.27,3.16,3.19
Superliga 2019/20,5,9,Colon,Rosario Central,1,1,43,6,12,10,7,57,3,17,11,8,3,3,0,0, $49.05 ,1.79,25.28,31.00,1.78,25.15,E,9/1/2019 11:00,2.75,2.81,2.86
Superliga 2019/20,5,10,Talleres (C),Aldosivi,2,1,47,5,13,20,4,53,3,10,4,6,3,2,0,0, $59.25 ,1.77,23.03,14.10,1.80,26.07,L,9/1/2019 13:15,1.73,5.31,3.31
Superliga 2019/20,5,11,Newells,Huracan,4,1,51,6,20,20,4,49,2,7,16,3,3,3,0,1, $32.33 ,1.79,25.50,23.35,1.79,25.05,L,9/1/2019 13:15,1.71,5.22,3.45
Superliga 2019/20,5,12,River Plate,Boca Juniors,0,0,63,5,17,19,6,37,4,5,23,6,3,7,0,0, $148.25 ,1.79,25.75,144.00,1.79,25.14,E,9/1/2019 17:00,1.81,4.59,3.42
Superliga 2019/20,6,1,Arsenal,Union,4,1,49,6,16,14,4,51,5,13,13,4,0,3,0,0, $14.53 ,1.81,25.63,22.58,1.79,24.09,L,9/14/2019 13:15,2.18,3.66,3.04
Superliga 2019/20,6,2,Central Cba (SdE),Def y Justicia,1,2,39,1,14,13,8,61,4,11,9,2,0,2,0,0, $18.75 ,1.79,27.65,50.50,1.77,24.43,V,9/14/2019 15:30,2.49,3.17,2.89
Superliga 2019/20,6,3,Godoy Cruz,Argentinos,0,1,43,2,9,14,2,57,3,18,11,8,3,3,0,0, $42.25 ,1.80,23.77,44.05,1.77,25.21,V,9/14/2019 15:30,2.73,2.83,2.9
Superliga 2019/20,6,4,Colon,San Lorenzo,2,1,30,3,7,10,2,70,4,15,15,6,2,3,0,0, $49.05 ,1.79,25.28,92.90,1.79,25.34,L,9/14/2019 17:45,2.51,3.1,2.93
Superliga 2019/20,6,5,Huracan,River Plate,0,4,29,0,7,14,2,71,9,20,12,6,4,4,0,0, $23.35 ,1.79,25.05,148.25,1.79,25.75,V,9/14/2019 20:00,7.05,1.48,4.11
Superliga 2019/20,6,6,Gimnasia (LP),Racing Club,1,2,39,5,16,23,9,61,3,12,19,2,3,4,0,0, $24.40 ,1.79,25.27,80.13,1.78,24.53,V,9/15/2019 11:00,3.47,2.29,2.96
Superliga 2019/20,6,7,Banfield,Talleres (C),0,1,41,4,16,15,7,59,1,5,17,3,4,4,0,0, $38.03 ,1.79,25.13,59.25,1.77,23.03,V,9/15/2019 13:15,2,4.2,3.07
Superliga 2019/20,6,8,Rosario Central,Newells,1,1,54,3,7,13,3,46,2,8,15,5,0,3,0,0, $31.00 ,1.78,25.15,32.33,1.79,25.50,E,9/15/2019 15:30,2.57,3.04,2.88
Superliga 2019/20,6,9,Independiente,Lanus,2,2,49,4,10,9,1,51,6,9,12,4,4,2,0,0, $66.08 ,1.76,25.17,49.93,1.78,23.22,E,9/15/2019 17:45,1.94,4.21,3.27
Superliga 2019/20,6,10,Boca Juniors,Estudiantes (LP),1,0,41,7,19,13,9,59,1,6,13,4,4,2,0,0, $144.00 ,1.79,25.14,46.98,1.78,24.87,L,9/15/2019 20:00,1.83,4.69,3.3
Superliga 2019/20,6,11,Aldosivi,Patronato,1,1,52,1,6,17,3,48,4,12,22,5,3,3,0,0, $14.10 ,1.80,26.07,16.70,1.80,25.88,E,9/16/2019 19:00,2.68,3.07,2.78
Superliga 2019/20,6,12,Velez,Atl Tucuman,1,0,61,3,14,5,10,39,2,12,12,3,1,3,0,0, $91.25 ,1.79,23.69,16.55,1.81,26.57,L,9/16/2019 21:10,1.58,6.01,3.76
Superliga 2019/20,7,1,Union,Rosario Central,0,0,36,4,18,15,9,64,1,11,15,6,1,1,0,0, $22.58 ,1.79,24.09,31.00,1.78,25.15,E,9/20/2019 19:00,2.57,3.05,2.89
Superliga 2019/20,7,2,Argentinos,Central Cba (SdE),3,1,54,5,17,18,5,46,4,15,19,2,1,1,0,0, $44.05 ,1.77,25.21,18.75,1.79,27.65,L,9/20/2019 21:10,1.7,5.74,3.3
Superliga 2019/20,7,3,Estudiantes (LP),Patronato,1,0,55,8,18,9,9,45,2,12,13,7,1,3,1,2, $46.98 ,1.78,24.87,16.70,1.80,25.88,L,9/21/2019 13:15,1.94,4.3,3.13
Superliga 2019/20,7,4,Def y Justicia,Huracan,0,1,76,2,11,12,5,24,2,7,11,3,2,2,0,1, $50.50 ,1.77,24.43,23.35,1.79,25.05,V,9/21/2019 15:30,2.02,4.03,3.09
Superliga 2019/20,7,5,San Lorenzo,Boca Juniors,0,2,59,5,11,15,4,41,6,8,16,9,3,2,0,0, $92.90 ,1.79,25.34,144.00,1.79,25.14,V,9/21/2019 17:45,3.12,2.41,3.03
Superliga 2019/20,7,6,Atl Tucuman,Independiente,0,1,55,4,13,17,7,45,1,7,10,3,5,3,0,0, $16.55 ,1.81,26.57,66.08,1.76,25.17,V,9/21/2019 20:00,3.25,2.34,3.02
Superliga 2019/20,7,7,Newells,Aldosivi,2,0,48,7,20,16,7,52,1,4,17,3,0,4,0,0, $32.33 ,1.79,25.50,14.10,1.80,26.07,L,9/22/2019 11:00,1.5,7.35,3.8
Superliga 2019/20,7,8,Godoy Cruz,Banfield,0,2,50,3,15,10,7,50,6,16,14,6,1,3,0,0, $42.25 ,1.80,23.77,38.03,1.79,25.13,V,9/22/2019 13:15,3.66,2.08,3.16
Superliga 2019/20,7,9,Lanus,Colon,3,2,54,4,17,9,6,46,5,12,14,4,1,3,0,0, $49.93 ,1.78,23.22,49.05,1.79,25.28,L,9/22/2019 15:30,1.47,7.34,4.01
Superliga 2019/20,7,10,Racing Club,Arsenal,2,1,51,8,18,12,8,49,2,11,15,3,4,2,1,1, $80.13 ,1.78,24.53,14.53,1.81,25.63,L,9/22/2019 17:45,1.71,5.1,3.51
Superliga 2019/20,7,11,River Plate,Velez,1,2,62,7,26,7,16,38,4,8,15,1,2,5,0,1, $148.25 ,1.79,25.75,91.25,1.79,23.69,V,9/22/2019 20:00,1.57,5.88,3.87
Superliga 2019/20,7,12,Talleres (C),Gimnasia (LP),2,1,56,4,11,15,4,44,3,9,22,5,2,7,1,1, $59.25 ,1.77,23.03,24.40,1.79,25.27,L,9/23/2019 21:00,1.88,4.51,3.19
Superliga 2019/20,8,1,Aldosivi,Union,1,2,58,1,5,16,5,42,4,10,21,2,4,2,0,0, $14.10 ,1.80,26.07,22.58,1.79,24.09,V,9/27/2019 19:00,3.03,2.61,2.85
Superliga 2019/20,8,2,Patronato,Lanus,1,1,38,4,10,12,4,62,7,14,17,5,3,3,0,0, $16.70 ,1.80,25.88,49.93,1.78,23.22,E,9/27/2019 21:10,3.41,2.24,3.06
Superliga 2019/20,8,3,Arsenal,Estudiantes (LP),3,0,43,4,15,19,4,57,7,19,13,7,3,1,0,0, $14.53 ,1.81,25.63,46.98,1.78,24.87,L,9/28/2019 15:30,2.46,3.15,2.92
Superliga 2019/20,8,4,Gimnasia (LP),River Plate,0,2,48,7,24,9,7,52,3,18,23,9,2,2,0,0, $24.40 ,1.79,25.27,148.25,1.79,25.75,V,9/28/2019 17:45,4.08,1.94,3.3
Superliga 2019/20,8,5,Boca Juniors,Newells,1,1,48,4,11,17,4,52,2,8,20,3,1,4,0,0, $144.00 ,1.79,25.14,32.33,1.79,25.50,E,9/28/2019 20:00,2.12,3.65,3.15
Superliga 2019/20,8,6,Banfield,San Lorenzo,0,1,58,9,22,23,11,42,3,11,17,1,4,4,0,1, $38.03 ,1.79,25.13,92.90,1.79,25.34,V,9/29/2019 11:00,2.25,3.41,3
Superliga 2019/20,8,7,Huracan,Atl Tucuman,0,0,50,3,12,13,3,50,3,4,24,1,5,3,0,0, $23.35 ,1.79,25.05,16.55,1.81,26.57,E,9/29/2019 13:15,2.38,3.16,3.04
Superliga 2019/20,8,8,Velez,Def y Justicia,0,1,61,7,23,8,9,39,3,7,11,7,1,1,0,0, $91.25 ,1.79,23.69,50.50,1.77,24.43,V,9/29/2019 15:30,1.84,4.77,3.19
Superliga 2019/20,8,9,Rosario Central,Racing Club,1,1,50,8,23,9,7,50,1,5,17,0,2,2,0,0, $31.00 ,1.78,25.15,80.13,1.78,24.53,E,9/29/2019 17:45,2.94,2.54,3.01
Superliga 2019/20,8,10,Independiente,Talleres (C),3,2,51,10,17,10,5,49,5,13,17,2,2,2,0,1, $66.08 ,1.76,25.17,59.25,1.77,23.03,L,9/29/2019 20:00,1.77,4.89,3.36
Superliga 2019/20,8,11,Central Cba (SdE),Godoy Cruz,1,0,62,8,22,15,6,38,4,12,12,0,0,1,0,1, $18.75 ,1.79,27.65,42.25,1.80,23.77,L,9/30/2019 19:00,1.91,4.38,3.21
Superliga 2019/20,8,12,Colon,Argentinos,1,0,35,4,9,16,6,65,1,10,14,6,2,2,0,0, $49.05 ,1.79,25.28,44.05,1.77,25.21,L,9/30/2019 21:10,2.92,2.69,2.85
